.chain,.iteration,.draw,.variable,.value,type
1,104,104,beta.dist.s,-0.14333600901520394,Priors
1,105,105,beta.dist.s,-0.24138940153456198,Priors
1,106,106,beta.dist.s,-0.12667192512943423,Priors
1,107,107,beta.dist.s,-0.2445889516147243,Priors
1,108,108,beta.dist.s,-0.18238938626318008,Priors
1,109,109,beta.dist.s,-0.1927498974764652,Priors
1,110,110,beta.dist.s,-0.13489461428157618,Priors
1,111,111,beta.dist.s,0.021386737895161934,Priors
1,112,112,beta.dist.s,-0.07684320476588549,Priors
1,113,113,beta.dist.s,-0.06790824031942069,Priors
1,114,114,beta.dist.s,-0.2321015107727099,Priors
1,115,115,beta.dist.s,-0.22745255990044638,Priors
1,116,116,beta.dist.s,-0.2592181918926988,Priors
1,117,117,beta.dist.s,-0.2988721305553558,Priors
1,118,118,beta.dist.s,-0.19347910536871257,Priors
1,119,119,beta.dist.s,-0.11436179775968383,Priors
1,120,120,beta.dist.s,-0.004421113481610839,Priors
1,121,121,beta.dist.s,-0.06197981152507931,Priors
1,122,122,beta.dist.s,-0.3623162957069667,Priors
1,123,123,beta.dist.s,-0.00794012684315673,Priors
1,124,124,beta.dist.s,-0.26247730014695964,Priors
1,125,125,beta.dist.s,-0.295954080720389,Priors
1,126,126,beta.dist.s,-0.016278830853848486,Priors
1,127,127,beta.dist.s,-0.25893031698630864,Priors
1,128,128,beta.dist.s,-0.24236671913205432,Priors
1,129,129,beta.dist.s,-0.1666102017609365,Priors
1,130,130,beta.dist.s,-0.042403014598185934,Priors
1,131,131,beta.dist.s,-0.037047825353598754,Priors
1,132,132,beta.dist.s,-0.17193785483402887,Priors
1,133,133,beta.dist.s,-0.16624931644578694,Priors
1,134,134,beta.dist.s,-0.177369478891637,Priors
1,135,135,beta.dist.s,-0.04721845719660786,Priors
1,136,136,beta.dist.s,-0.09021068649470457,Priors
1,137,137,beta.dist.s,-0.07290947116495508,Priors
1,138,138,beta.dist.s,-0.12255087450148677,Priors
1,139,139,beta.dist.s,-0.1573685622742102,Priors
1,140,140,beta.dist.s,-0.046399629297302736,Priors
1,141,141,beta.dist.s,-0.16752976334559558,Priors
1,142,142,beta.dist.s,-0.13155018191322057,Priors
1,143,143,beta.dist.s,-0.13728612732947387,Priors
1,144,144,beta.dist.s,-0.2381799405566613,Priors
1,145,145,beta.dist.s,-0.19189048849024065,Priors
1,146,146,beta.dist.s,-0.14967715975474585,Priors
1,147,147,beta.dist.s,-0.12214475753571508,Priors
1,148,148,beta.dist.s,-0.15958069387851265,Priors
1,149,149,beta.dist.s,-0.11753258377789488,Priors
1,150,150,beta.dist.s,-0.15066619900464712,Priors
1,151,151,beta.dist.s,-0.08988108449746257,Priors
1,152,152,beta.dist.s,-0.04109057486316195,Priors
1,153,153,beta.dist.s,-0.3374913675920693,Priors
1,154,154,beta.dist.s,-0.2120328118682089,Priors
1,155,155,beta.dist.s,-0.08781770426958871,Priors
1,156,156,beta.dist.s,-0.04867428328403334,Priors
1,157,157,beta.dist.s,-0.24687191670893366,Priors
1,158,158,beta.dist.s,0.0025560368390964427,Priors
1,159,159,beta.dist.s,-0.1818916257883981,Priors
1,160,160,beta.dist.s,-0.23260078731258588,Priors
1,161,161,beta.dist.s,-0.06988381741032032,Priors
1,162,162,beta.dist.s,-0.041280908932468,Priors
1,163,163,beta.dist.s,-0.13438744201855715,Priors
1,164,164,beta.dist.s,-0.07849176415860626,Priors
1,165,165,beta.dist.s,-0.2977009044213377,Priors
1,166,166,beta.dist.s,-0.14572260554498734,Priors
1,167,167,beta.dist.s,-0.16588214383296837,Priors
1,168,168,beta.dist.s,-0.10644899321234905,Priors
1,169,169,beta.dist.s,-0.23285917070976453,Priors
1,170,170,beta.dist.s,-0.15162106470746628,Priors
1,171,171,beta.dist.s,-0.10346471523779577,Priors
1,172,172,beta.dist.s,-0.09465542628466611,Priors
1,173,173,beta.dist.s,-0.12111146639905646,Priors
1,174,174,beta.dist.s,-0.22536077229831686,Priors
1,175,175,beta.dist.s,-0.3158920275285161,Priors
1,176,176,beta.dist.s,-0.2441837920512296,Priors
1,177,177,beta.dist.s,-0.1585544996854728,Priors
1,178,178,beta.dist.s,-0.15138379097828022,Priors
1,179,179,beta.dist.s,-0.2046494947636497,Priors
1,180,180,beta.dist.s,-0.2107249294127585,Priors
1,181,181,beta.dist.s,-0.16852436523424777,Priors
1,182,182,beta.dist.s,-0.06316580705478525,Priors
1,183,183,beta.dist.s,-0.06648871614556731,Priors
1,184,184,beta.dist.s,-0.25138599403088335,Priors
1,185,185,beta.dist.s,-0.21658671362933177,Priors
1,186,186,beta.dist.s,-0.1610726874884004,Priors
1,187,187,beta.dist.s,-0.15274258575425995,Priors
1,188,188,beta.dist.s,-0.14411777931812292,Priors
1,189,189,beta.dist.s,-0.22567334926768362,Priors
1,190,190,beta.dist.s,-0.1592642221460826,Priors
1,191,191,beta.dist.s,-0.23233721020540646,Priors
1,192,192,beta.dist.s,-0.12451365074289107,Priors
1,193,193,beta.dist.s,-0.1639861219612931,Priors
1,194,194,beta.dist.s,-0.26524407694619473,Priors
1,195,195,beta.dist.s,-0.18779925975301565,Priors
1,196,196,beta.dist.s,-0.06184525787462147,Priors
1,197,197,beta.dist.s,-0.2273079098099961,Priors
1,198,198,beta.dist.s,-0.062319662133401066,Priors
1,199,199,beta.dist.s,-0.12567572598461357,Priors
1,200,200,beta.dist.s,-0.14710816427238393,Priors
1,201,201,beta.dist.s,-0.13140627899045607,Priors
1,202,202,beta.dist.s,-0.10172382564156005,Priors
1,203,203,beta.dist.s,-0.11162092589079067,Priors
1,204,204,beta.dist.s,-0.18806568056001996,Priors
1,205,205,beta.dist.s,-0.1619387445977592,Priors
1,206,206,beta.dist.s,-0.1747136494239236,Priors
1,207,207,beta.dist.s,-0.13593937857000385,Priors
1,208,208,beta.dist.s,-0.24342552681494628,Priors
1,209,209,beta.dist.s,0.04373621797158847,Priors
1,210,210,beta.dist.s,-0.13066673005932616,Priors
1,211,211,beta.dist.s,-0.10403593215964016,Priors
1,212,212,beta.dist.s,-0.2355968957024231,Priors
1,213,213,beta.dist.s,-0.2360999235526437,Priors
1,214,214,beta.dist.s,-0.1708574472773338,Priors
1,215,215,beta.dist.s,-0.1697530925411048,Priors
1,216,216,beta.dist.s,-0.21254774300932233,Priors
1,217,217,beta.dist.s,-0.22306363582644556,Priors
1,218,218,beta.dist.s,-0.09298418781451662,Priors
1,219,219,beta.dist.s,-0.025213067475661877,Priors
1,220,220,beta.dist.s,-0.04557247288066524,Priors
1,221,221,beta.dist.s,-0.2382926560663135,Priors
1,222,222,beta.dist.s,-0.2202887304922691,Priors
1,223,223,beta.dist.s,-0.15890130395817437,Priors
1,224,224,beta.dist.s,-0.06666705504053416,Priors
1,225,225,beta.dist.s,-0.18393769819830083,Priors
1,226,226,beta.dist.s,-0.166516012953685,Priors
1,227,227,beta.dist.s,0.011393930354728132,Priors
1,228,228,beta.dist.s,-0.1480609541040167,Priors
1,229,229,beta.dist.s,-0.22330038829868654,Priors
1,230,230,beta.dist.s,-0.09539416351332358,Priors
1,231,231,beta.dist.s,-0.18938427447606718,Priors
1,232,232,beta.dist.s,-0.09038441314107912,Priors
1,233,233,beta.dist.s,0.004088791604496586,Priors
1,234,234,beta.dist.s,-0.23294186265886208,Priors
1,235,235,beta.dist.s,-0.1435688873992202,Priors
1,236,236,beta.dist.s,-0.13437831400880837,Priors
1,237,237,beta.dist.s,-0.1958352196884126,Priors
1,238,238,beta.dist.s,-0.09309799451328785,Priors
1,239,239,beta.dist.s,-0.05835073144140035,Priors
1,240,240,beta.dist.s,-0.21984634171414505,Priors
1,241,241,beta.dist.s,-0.2886689346248336,Priors
1,242,242,beta.dist.s,-0.11017385898295017,Priors
1,243,243,beta.dist.s,-0.318280764877199,Priors
1,244,244,beta.dist.s,-0.16831611662532941,Priors
1,245,245,beta.dist.s,-0.1297819833705659,Priors
1,246,246,beta.dist.s,-0.24571781798927184,Priors
1,247,247,beta.dist.s,-0.11871570995621798,Priors
1,248,248,beta.dist.s,-0.08785152374727302,Priors
1,249,249,beta.dist.s,-0.06246098788231863,Priors
1,250,250,beta.dist.s,-0.1991226041047123,Priors
1,251,251,beta.dist.s,-0.29601743808326225,Priors
1,252,252,beta.dist.s,-0.23099336068192994,Priors
1,253,253,beta.dist.s,-0.20329674059196046,Priors
1,254,254,beta.dist.s,-0.12743550287092276,Priors
1,255,255,beta.dist.s,-0.08147489770415378,Priors
1,256,256,beta.dist.s,-0.0131603645616451,Priors
1,257,257,beta.dist.s,-0.23733028247271,Priors
1,258,258,beta.dist.s,-0.1031549922228627,Priors
1,259,259,beta.dist.s,-0.1187654333137926,Priors
1,260,260,beta.dist.s,-0.20082712295227537,Priors
1,261,261,beta.dist.s,-0.18136198403366469,Priors
1,262,262,beta.dist.s,-0.25542004051259304,Priors
1,263,263,beta.dist.s,-0.180861656816714,Priors
1,264,264,beta.dist.s,0.026972123678478427,Priors
1,265,265,beta.dist.s,-0.32081640591793387,Priors
1,266,266,beta.dist.s,-0.14314771233109339,Priors
1,267,267,beta.dist.s,-0.3722090686028336,Priors
1,268,268,beta.dist.s,-0.020988598183292323,Priors
1,269,269,beta.dist.s,-0.18065159941271697,Priors
1,270,270,beta.dist.s,-0.05321894046537429,Priors
1,271,271,beta.dist.s,-0.21285830255985588,Priors
1,272,272,beta.dist.s,0.007445400611172104,Priors
1,273,273,beta.dist.s,-0.08006698900503623,Priors
1,274,274,beta.dist.s,-0.23101142827517906,Priors
1,275,275,beta.dist.s,-0.239618662954685,Priors
1,276,276,beta.dist.s,-0.17839463707737235,Priors
1,277,277,beta.dist.s,-0.042953845274198765,Priors
1,278,278,beta.dist.s,-0.14003944889009096,Priors
1,279,279,beta.dist.s,-0.23516879860246773,Priors
1,280,280,beta.dist.s,-0.1461574707074258,Priors
1,281,281,beta.dist.s,-0.20734455706345176,Priors
1,282,282,beta.dist.s,-0.15224844238019644,Priors
1,283,283,beta.dist.s,-0.21573370051340468,Priors
1,284,284,beta.dist.s,0.008565051659241624,Priors
1,285,285,beta.dist.s,-0.22747458945430868,Priors
1,286,286,beta.dist.s,-0.3086977994865957,Priors
1,287,287,beta.dist.s,-0.08239332358241283,Priors
1,288,288,beta.dist.s,-0.18192907484569587,Priors
1,289,289,beta.dist.s,-0.2669154665779526,Priors
1,290,290,beta.dist.s,-0.17791699562858665,Priors
1,291,291,beta.dist.s,-0.2068992277582728,Priors
1,292,292,beta.dist.s,-0.2500650668681831,Priors
1,293,293,beta.dist.s,0.014002079407052614,Priors
1,294,294,beta.dist.s,-0.23893178225655032,Priors
1,295,295,beta.dist.s,-0.07993495590827027,Priors
1,296,296,beta.dist.s,-0.10046757562224704,Priors
1,297,297,beta.dist.s,-0.11002159078299727,Priors
1,298,298,beta.dist.s,-0.31024588629927496,Priors
1,299,299,beta.dist.s,-0.13459936025838215,Priors
1,300,300,beta.dist.s,-0.15005266368364306,Priors
1,301,301,beta.dist.s,-0.11811249572394905,Priors
1,302,302,beta.dist.s,-9.9912552364545e-4,Priors
1,303,303,beta.dist.s,-0.1832460113580859,Priors
1,304,304,beta.dist.s,-0.23595678387958968,Priors
1,305,305,beta.dist.s,-0.02859392932442828,Priors
1,306,306,beta.dist.s,-0.11262583119027636,Priors
1,307,307,beta.dist.s,-0.10701782580349918,Priors
1,308,308,beta.dist.s,-0.28549784984632354,Priors
1,309,309,beta.dist.s,-0.092589574771807015,Priors
1,310,310,beta.dist.s,-0.17919914148544175,Priors
1,311,311,beta.dist.s,-0.1350988106894127,Priors
1,312,312,beta.dist.s,-0.2310257980907392,Priors
1,313,313,beta.dist.s,-0.16318312567602536,Priors
1,314,314,beta.dist.s,-0.05838137357730791,Priors
1,315,315,beta.dist.s,-0.14288574625827644,Priors
1,316,316,beta.dist.s,-0.05347826675386755,Priors
1,317,317,beta.dist.s,-0.219992737986498,Priors
1,318,318,beta.dist.s,-0.1429169727574673,Priors
1,319,319,beta.dist.s,-0.17041284123671474,Priors
1,320,320,beta.dist.s,-0.2265860235473241,Priors
1,321,321,beta.dist.s,-0.18244246527533298,Priors
1,322,322,beta.dist.s,-0.11810355381375916,Priors
1,323,323,beta.dist.s,-0.1522201322997478,Priors
1,324,324,beta.dist.s,-0.07504663991416533,Priors
1,325,325,beta.dist.s,-0.10081032783341182,Priors
1,326,326,beta.dist.s,-0.12661285100445893,Priors
1,327,327,beta.dist.s,-0.24043109077660996,Priors
1,328,328,beta.dist.s,0.15247573994090793,Priors
1,329,329,beta.dist.s,-0.19392304397383187,Priors
1,330,330,beta.dist.s,-0.17313359354280433,Priors
1,331,331,beta.dist.s,-0.17547257322176682,Priors
1,332,332,beta.dist.s,-0.26021154555921944,Priors
1,333,333,beta.dist.s,-0.21896741352962623,Priors
1,334,334,beta.dist.s,-0.150474321921769,Priors
1,335,335,beta.dist.s,-0.14004934387159976,Priors
1,336,336,beta.dist.s,-0.18139363978921086,Priors
1,337,337,beta.dist.s,-0.12394871706871358,Priors
1,338,338,beta.dist.s,-0.20465612749296777,Priors
1,339,339,beta.dist.s,-0.20235413496036658,Priors
1,340,340,beta.dist.s,-0.11853646650435645,Priors
1,341,341,beta.dist.s,-0.32494157074884394,Priors
1,342,342,beta.dist.s,-0.16274354716532347,Priors
1,343,343,beta.dist.s,-0.2168061528839315,Priors
1,344,344,beta.dist.s,-0.15556543440308146,Priors
1,345,345,beta.dist.s,-0.30482266751436937,Priors
1,346,346,beta.dist.s,0.010845757108041587,Priors
1,347,347,beta.dist.s,-0.15951621226025037,Priors
1,348,348,beta.dist.s,-0.10712567118506429,Priors
1,349,349,beta.dist.s,-0.12949611289726656,Priors
1,350,350,beta.dist.s,-0.08078891681346509,Priors
1,351,351,beta.dist.s,-0.24601962921957718,Priors
1,352,352,beta.dist.s,-0.14514073684179876,Priors
1,353,353,beta.dist.s,-0.2727154839926953,Priors
1,354,354,beta.dist.s,-0.11086539990540226,Priors
1,355,355,beta.dist.s,-0.04968744385001647,Priors
1,356,356,beta.dist.s,-0.03230861597154222,Priors
1,357,357,beta.dist.s,-0.1188336415283961,Priors
1,358,358,beta.dist.s,-0.1250837439772474,Priors
1,359,359,beta.dist.s,-0.19140077698189778,Priors
1,360,360,beta.dist.s,-0.2119171989030444,Priors
1,361,361,beta.dist.s,-0.1660881685459947,Priors
1,362,362,beta.dist.s,-0.03272244907603492,Priors
1,363,363,beta.dist.s,-0.18938246450079493,Priors
1,364,364,beta.dist.s,-0.04470785641471409,Priors
1,365,365,beta.dist.s,-0.02994663213743823,Priors
1,366,366,beta.dist.s,-0.0821210432557809,Priors
1,367,367,beta.dist.s,-0.20582747379347266,Priors
1,368,368,beta.dist.s,-0.14246267724222386,Priors
1,369,369,beta.dist.s,-0.1656070829984987,Priors
1,370,370,beta.dist.s,-0.2094683385989642,Priors
1,371,371,beta.dist.s,-0.12376650927440619,Priors
1,372,372,beta.dist.s,-0.21358897459828902,Priors
1,373,373,beta.dist.s,-0.17484029997063527,Priors
1,374,374,beta.dist.s,-0.028532237883603984,Priors
1,375,375,beta.dist.s,-0.20993174977050197,Priors
1,376,376,beta.dist.s,-0.15428248979697282,Priors
1,377,377,beta.dist.s,-0.12657326761813753,Priors
1,378,378,beta.dist.s,-0.1605055581826949,Priors
1,379,379,beta.dist.s,-0.18323969145532037,Priors
1,380,380,beta.dist.s,-0.26551823723921814,Priors
1,381,381,beta.dist.s,-0.1688306415084048,Priors
1,382,382,beta.dist.s,-0.09682638925806247,Priors
1,383,383,beta.dist.s,-0.33532587190946306,Priors
1,384,384,beta.dist.s,-0.1520981988882012,Priors
1,385,385,beta.dist.s,-0.18189032552684392,Priors
1,386,386,beta.dist.s,-0.24768549071370846,Priors
1,387,387,beta.dist.s,-0.07388473385571065,Priors
1,388,388,beta.dist.s,-0.1594907555646031,Priors
1,389,389,beta.dist.s,-0.07349400252539671,Priors
1,390,390,beta.dist.s,-0.14291244094315353,Priors
1,391,391,beta.dist.s,-0.1540174928024014,Priors
1,392,392,beta.dist.s,-0.1436936341842116,Priors
1,393,393,beta.dist.s,-0.136193647973328,Priors
1,394,394,beta.dist.s,-0.04536387450273552,Priors
1,395,395,beta.dist.s,-0.10579120253837646,Priors
1,396,396,beta.dist.s,-0.13653171065826494,Priors
1,397,397,beta.dist.s,-0.09068090110299412,Priors
1,398,398,beta.dist.s,-0.21985376479062863,Priors
1,399,399,beta.dist.s,-0.13371216315312065,Priors
1,400,400,beta.dist.s,-0.2948198719640667,Priors
1,401,401,beta.dist.s,0.023691431668583396,Priors
1,402,402,beta.dist.s,-0.05870362900513637,Priors
1,403,403,beta.dist.s,-0.17650688382460575,Priors
1,404,404,beta.dist.s,-0.1747802635362475,Priors
1,405,405,beta.dist.s,-0.0798596192012471,Priors
1,406,406,beta.dist.s,-0.15245734887652113,Priors
1,407,407,beta.dist.s,-0.23532618480547368,Priors
1,408,408,beta.dist.s,-0.18945951030894057,Priors
1,409,409,beta.dist.s,-0.07406174332201786,Priors
1,410,410,beta.dist.s,-0.11282532480535766,Priors
1,411,411,beta.dist.s,-0.16830229858362022,Priors
1,412,412,beta.dist.s,-0.10600507792525588,Priors
1,413,413,beta.dist.s,0.0021323604289765208,Priors
1,414,414,beta.dist.s,-0.07079291769219609,Priors
1,415,415,beta.dist.s,-0.1766918516913289,Priors
1,416,416,beta.dist.s,-0.23127282373059904,Priors
1,417,417,beta.dist.s,-0.19210552280469706,Priors
1,418,418,beta.dist.s,-0.24191021692997405,Priors
1,419,419,beta.dist.s,-0.13848660305206895,Priors
1,420,420,beta.dist.s,-0.24396579631563123,Priors
1,421,421,beta.dist.s,-0.091715354044222,Priors
1,422,422,beta.dist.s,-0.08581850076964018,Priors
1,423,423,beta.dist.s,-0.3232685640179028,Priors
1,424,424,beta.dist.s,-0.11067766864865838,Priors
1,425,425,beta.dist.s,-0.06362497068233694,Priors
1,426,426,beta.dist.s,-0.12059941734221621,Priors
1,427,427,beta.dist.s,-0.061002616556463024,Priors
1,428,428,beta.dist.s,-0.09156071073302094,Priors
1,429,429,beta.dist.s,-0.1945525550736427,Priors
1,430,430,beta.dist.s,-0.21017964045280269,Priors
1,431,431,beta.dist.s,-0.13184322476120905,Priors
1,432,432,beta.dist.s,-0.08799145895289381,Priors
1,433,433,beta.dist.s,-0.10959633320944223,Priors
1,434,434,beta.dist.s,-0.3720347461005776,Priors
1,435,435,beta.dist.s,-0.2451486592935789,Priors
1,436,436,beta.dist.s,-0.22378884101387214,Priors
1,437,437,beta.dist.s,-0.09228282454595127,Priors
1,438,438,beta.dist.s,-0.1807603167022282,Priors
1,439,439,beta.dist.s,-0.1301819621751228,Priors
1,440,440,beta.dist.s,-0.2915833757816616,Priors
1,441,441,beta.dist.s,-0.17303945985203328,Priors
1,442,442,beta.dist.s,-0.18947631580923208,Priors
1,443,443,beta.dist.s,-0.14031667700825012,Priors
1,444,444,beta.dist.s,-0.11450518383701999,Priors
1,445,445,beta.dist.s,-0.10799081142523467,Priors
1,446,446,beta.dist.s,-0.252513753805795,Priors
1,447,447,beta.dist.s,-0.3800434694756479,Priors
1,448,448,beta.dist.s,-0.2694196666108577,Priors
1,449,449,beta.dist.s,-0.1832036150938771,Priors
1,450,450,beta.dist.s,-0.14412466647003314,Priors
1,451,451,beta.dist.s,-0.1917864543875831,Priors
1,452,452,beta.dist.s,-0.07714630701869718,Priors
1,453,453,beta.dist.s,-0.14385038178453471,Priors
1,454,454,beta.dist.s,-0.02505060960569902,Priors
1,455,455,beta.dist.s,-0.055352340842271586,Priors
1,456,456,beta.dist.s,-0.11448378028158077,Priors
1,457,457,beta.dist.s,-0.26556716151803467,Priors
1,458,458,beta.dist.s,0.017626271612825428,Priors
1,459,459,beta.dist.s,-0.11967818533566615,Priors
1,460,460,beta.dist.s,-0.0451418557242108,Priors
1,461,461,beta.dist.s,-0.1785086630620324,Priors
1,462,462,beta.dist.s,-0.21323662138846783,Priors
1,463,463,beta.dist.s,-0.07393956293254557,Priors
1,464,464,beta.dist.s,-0.380147319668816,Priors
1,465,465,beta.dist.s,-0.2898164940245499,Priors
1,466,466,beta.dist.s,-0.16577341290560396,Priors
1,467,467,beta.dist.s,-0.33540662990632963,Priors
1,468,468,beta.dist.s,-0.09259528553430438,Priors
1,469,469,beta.dist.s,-0.208669090746968,Priors
1,470,470,beta.dist.s,-0.15886873514329464,Priors
1,471,471,beta.dist.s,-0.1498789565646644,Priors
1,472,472,beta.dist.s,-0.038811940025571784,Priors
1,473,473,beta.dist.s,-0.2805958298337059,Priors
1,474,474,beta.dist.s,0.05544001003066445,Priors
1,475,475,beta.dist.s,-0.09282766555990965,Priors
1,476,476,beta.dist.s,-0.12457804288302468,Priors
1,477,477,beta.dist.s,-0.24305980511456088,Priors
1,478,478,beta.dist.s,-0.16431376434934827,Priors
1,479,479,beta.dist.s,-0.29072905374244407,Priors
1,480,480,beta.dist.s,-0.1399641729387172,Priors
1,481,481,beta.dist.s,-0.24508637844371445,Priors
1,482,482,beta.dist.s,-0.0174353627714679,Priors
1,483,483,beta.dist.s,-0.04967626262206462,Priors
1,484,484,beta.dist.s,-0.22297250321453932,Priors
1,485,485,beta.dist.s,-0.24403727686590226,Priors
1,486,486,beta.dist.s,-0.12460729080312671,Priors
1,487,487,beta.dist.s,-0.2996601734750587,Priors
1,488,488,beta.dist.s,-0.1288120998435838,Priors
1,489,489,beta.dist.s,-0.3796092153959877,Priors
1,490,490,beta.dist.s,-0.06744003140675567,Priors
1,491,491,beta.dist.s,-0.09718682018417618,Priors
1,492,492,beta.dist.s,-0.2799896018739663,Priors
1,493,493,beta.dist.s,-0.09364942920088135,Priors
1,494,494,beta.dist.s,-0.19259209159317428,Priors
1,495,495,beta.dist.s,-0.19390079732073712,Priors
1,496,496,beta.dist.s,-0.1965521847671193,Priors
1,497,497,beta.dist.s,-0.053405958190061886,Priors
1,498,498,beta.dist.s,-0.10686340834344654,Priors
1,499,499,beta.dist.s,-0.18035631585333195,Priors
1,500,500,beta.dist.s,-0.1018970729881154,Priors
1,501,501,beta.dist.s,-0.1564775062540641,Priors
1,502,502,beta.dist.s,-0.14493340303955823,Priors
1,503,503,beta.dist.s,-0.07557304799075568,Priors
1,504,504,beta.dist.s,-0.20794606545414646,Priors
1,505,505,beta.dist.s,-0.11800783006845175,Priors
1,506,506,beta.dist.s,-0.08729467710439787,Priors
1,507,507,beta.dist.s,-0.030889656432139895,Priors
1,508,508,beta.dist.s,-0.13732444936146088,Priors
1,509,509,beta.dist.s,-0.04741824349879492,Priors
1,510,510,beta.dist.s,-0.025457866987018074,Priors
1,511,511,beta.dist.s,-0.07332883162502873,Priors
1,512,512,beta.dist.s,-0.2439120168497541,Priors
1,513,513,beta.dist.s,-0.05470265985382944,Priors
1,514,514,beta.dist.s,-0.17954031124731623,Priors
1,515,515,beta.dist.s,-0.19436081227118138,Priors
1,516,516,beta.dist.s,-0.20563007952887388,Priors
1,517,517,beta.dist.s,-0.31142565284456025,Priors
1,518,518,beta.dist.s,-0.16235723156825485,Priors
1,519,519,beta.dist.s,0.01175225164388266,Priors
1,520,520,beta.dist.s,-0.14236752839865932,Priors
1,521,521,beta.dist.s,-0.06727304462345685,Priors
1,522,522,beta.dist.s,-0.24564697129601676,Priors
1,523,523,beta.dist.s,-0.042199947199415055,Priors
1,524,524,beta.dist.s,-0.08312690448017654,Priors
1,525,525,beta.dist.s,-0.2535223922519673,Priors
1,526,526,beta.dist.s,-0.13648561407727472,Priors
1,527,527,beta.dist.s,-0.21300885549257453,Priors
1,528,528,beta.dist.s,-0.12108915754114832,Priors
1,529,529,beta.dist.s,-0.23152527760287311,Priors
1,530,530,beta.dist.s,-0.2971060296749377,Priors
1,531,531,beta.dist.s,-0.2816794226377552,Priors
1,532,532,beta.dist.s,8.121546499194332e-4,Priors
1,533,533,beta.dist.s,-0.15011773052000188,Priors
1,534,534,beta.dist.s,-0.15777223253682957,Priors
1,535,535,beta.dist.s,-0.11170272144510697,Priors
1,536,536,beta.dist.s,-0.22195083569000618,Priors
1,537,537,beta.dist.s,-0.05568731577667277,Priors
1,538,538,beta.dist.s,-0.14788042849681812,Priors
1,539,539,beta.dist.s,-0.11816170359436047,Priors
1,540,540,beta.dist.s,-0.18288293425915586,Priors
2,1,541,beta.dist.s,-0.2382014289092842,Priors
2,2,542,beta.dist.s,-0.1560013362744393,Priors
2,3,543,beta.dist.s,-0.07178612521614969,Priors
2,4,544,beta.dist.s,-0.055240833211407714,Priors
2,5,545,beta.dist.s,-0.04803353599470017,Priors
2,6,546,beta.dist.s,-0.20517830888740488,Priors
2,7,547,beta.dist.s,-0.19204889652411977,Priors
2,8,548,beta.dist.s,-0.12240878823302298,Priors
2,9,549,beta.dist.s,-0.19221009936106437,Priors
2,10,550,beta.dist.s,-0.2406041508649871,Priors
2,11,551,beta.dist.s,-0.12351507679988394,Priors
2,12,552,beta.dist.s,-0.2155700488035075,Priors
2,13,553,beta.dist.s,-0.26429560339392855,Priors
2,14,554,beta.dist.s,-0.14929369532690318,Priors
2,15,555,beta.dist.s,-0.023811110846029215,Priors
2,16,556,beta.dist.s,-0.07481480401634075,Priors
2,17,557,beta.dist.s,-0.03357734952497862,Priors
2,18,558,beta.dist.s,-0.1459821077034026,Priors
2,19,559,beta.dist.s,-0.08219796746178426,Priors
2,20,560,beta.dist.s,-0.1682332191789092,Priors
2,21,561,beta.dist.s,-0.08998397978237738,Priors
2,22,562,beta.dist.s,-0.11208750005150148,Priors
2,23,563,beta.dist.s,-0.07589894423301327,Priors
2,24,564,beta.dist.s,-0.1750432678314021,Priors
2,25,565,beta.dist.s,-0.04810663475310564,Priors
2,26,566,beta.dist.s,-0.17052020363307688,Priors
2,27,567,beta.dist.s,-0.12035104706104455,Priors
2,28,568,beta.dist.s,-0.2782974820588875,Priors
2,29,569,beta.dist.s,-0.37935763977593134,Priors
2,30,570,beta.dist.s,-0.1615925479185545,Priors
2,31,571,beta.dist.s,-0.09912452752991702,Priors
2,32,572,beta.dist.s,-0.14661045785165058,Priors
2,33,573,beta.dist.s,-0.2517821589224816,Priors
2,34,574,beta.dist.s,-0.1531948270162179,Priors
2,35,575,beta.dist.s,-0.17189391604979037,Priors
2,36,576,beta.dist.s,-0.17704369215786936,Priors
2,37,577,beta.dist.s,-0.20251246498852182,Priors
2,38,578,beta.dist.s,-0.2482970038977395,Priors
2,39,579,beta.dist.s,-0.1068935687768238,Priors
2,40,580,beta.dist.s,-0.08903841363758583,Priors
2,41,581,beta.dist.s,-0.17277066813921954,Priors
2,42,582,beta.dist.s,-0.14884396904892497,Priors
2,43,583,beta.dist.s,-0.21805206331390362,Priors
2,44,584,beta.dist.s,-0.10559681515268354,Priors
2,45,585,beta.dist.s,-0.12741582979494342,Priors
2,46,586,beta.dist.s,-0.11248413110183242,Priors
2,47,587,beta.dist.s,-0.341128130837128,Priors
2,48,588,beta.dist.s,-0.15225110830925337,Priors
2,49,589,beta.dist.s,-0.13178249704347783,Priors
2,50,590,beta.dist.s,-0.1481182054064445,Priors
2,51,591,beta.dist.s,-0.22659099222972934,Priors
2,52,592,beta.dist.s,-0.06834246567362823,Priors
2,53,593,beta.dist.s,-0.1316902340873586,Priors
2,54,594,beta.dist.s,-0.1250587780189735,Priors
2,55,595,beta.dist.s,-0.04561860013550717,Priors
2,56,596,beta.dist.s,-0.16143674342167857,Priors
2,57,597,beta.dist.s,-0.09802151642632567,Priors
2,58,598,beta.dist.s,-0.13954769878084552,Priors
2,59,599,beta.dist.s,-0.16416294556730995,Priors
2,60,600,beta.dist.s,-0.07150493914952563,Priors
2,61,601,beta.dist.s,-0.1569391484613171,Priors
2,62,602,beta.dist.s,-0.14187556315902544,Priors
2,63,603,beta.dist.s,-0.19189956254601861,Priors
